t1	e11	e21	t2	e12	e22
10	0.001006766	0.001002083	9.21	0.000995818	0.000995485
10	0.001006766	0.001002083	9.22	0.000995934	0.0009956
10	0.001006766	0.001002083	9.23	0.00099605	0.000995713
10	0.001006766	0.001002083	9.24	0.000996166	0.000995826
10	0.001006766	0.001002083	9.25	0.00099628	0.000995938
10	0.001006766	0.001002083	9.26	0.000996394	0.00099605
10	0.001006766	0.001002083	9.27	0.000996506	0.00099616
10	0.001006766	0.001002083	9.28	0.000996619	0.00099627
10	0.001006766	0.001002083	9.29	0.00099673	0.00099638
10	0.001006766	0.001002083	9.3	0.000996841	0.000996488
10	0.001006766	0.001002083	9.31	0.00099695	0.000996596
10	0.001006766	0.001002083	9.32	0.000997059	0.000996703
10	0.001006766	0.001002083	9.33	0.000997168	0.00099681
10	0.001006766	0.001002083	9.34	0.000997275	0.000996915
10	0.001006766	0.001002083	9.35	0.000997382	0.00099702
10	0.001006766	0.001002083	9.36	0.000997487	0.000997124
10	0.001006766	0.001002083	9.37	0.000997593	0.000997228
10	0.001006766	0.001002083	9.38	0.000997697	0.00099733
10	0.001006766	0.001002083	9.39	0.0009978	0.000997432
10	0.001006766	0.001002083	9.4	0.000997903	0.000997533
10	0.001006766	0.001002083	9.41	0.000998005	0.000997634
10	0.001006766	0.001002083	9.42	0.000998106	0.000997733
10	0.001006766	0.001002083	9.43	0.000998206	0.000997832
10	0.001006766	0.001002083	9.44	0.000998305	0.00099793
10	0.001006766	0.001002083	9.45	0.000998404	0.000998028
10	0.001006766	0.001002083	9.46	0.000998502	0.000998124
10	0.001006766	0.001002083	9.47	0.000998599	0.00099822
10	0.001006766	0.001002083	9.48	0.000998695	0.000998315
10	0.001006766	0.001002083	9.49	0.00099879	0.000998409
10	0.001006766	0.001002083	9.5	0.000998885	0.000998502
10	0.001006766	0.001002083	9.51	0.000998978	0.000998595
10	0.001006766	0.001002083	9.52	0.000999071	0.000998687
10	0.001006766	0.001002083	9.53	0.000999163	0.000998778
10	0.001006766	0.001002083	9.54	0.000999254	0.000998868
10	0.001006766	0.001002083	9.55	0.000999345	0.000998958
10	0.001006766	0.001002083	9.56	0.000999434	0.000999047
10	0.001006766	0.001002083	9.57	0.000999523	0.000999134
10	0.001006766	0.001002083	9.58	0.000999611	0.000999222
10	0.001006766	0.001002083	9.59	0.000999698	0.000999308
10	0.001006766	0.001002083	9.6	0.000999784	0.000999394
10	0.001006766	0.001002083	9.61	0.00099987	0.000999478
10	0.001006766	0.001002083	9.62	0.000999954	0.000999562
10	0.001006766	0.001002083	9.63	0.001000038	0.000999645
10	0.001006766	0.001002083	9.64	0.001000121	0.000999728
10	0.001006766	0.001002083	9.65	0.001000203	0.000999809
10	0.001006766	0.001002083	9.66	0.001000284	0.00099989
10	0.001006766	0.001002083	9.67	0.001000364	0.00099997
10	0.001006766	0.001002083	9.68	0.001000444	0.001000049
10	0.001006766	0.001002083	9.69	0.001000523	0.001000128
10	0.001006766	0.001002083	9.7	0.001000601	0.001000206
10	0.001006766	0.001002083	9.71	0.001000678	0.001000282
10	0.001006766	0.001002083	9.72	0.001000754	0.001000358
10	0.001006766	0.001002083	9.73	0.001000829	0.001000434
10	0.001006766	0.001002083	9.74	0.001000904	0.001000508
10	0.001006766	0.001002083	9.75	0.001000978	0.001000582
10	0.001006766	0.001002083	9.76	0.00100105	0.001000655
10	0.001006766	0.001002083	9.77	0.001001123	0.001000727
10	0.001006766	0.001002083	9.78	0.001001194	0.001000798
10	0.001006766	0.001002083	9.79	0.001001264	0.001000869
10	0.001006766	0.001002083	9.8	0.001001334	0.001000938
10	0.001006766	0.001002083	9.81	0.001001403	0.001001007
10	0.001006766	0.001002083	9.82	0.001001471	0.001001075
10	0.001006766	0.001002083	9.83	0.001001538	0.001001143
10	0.001006766	0.001002083	9.84	0.001001604	0.001001209
10	0.001006766	0.001002083	9.85	0.00100167	0.001001275
10	0.001006766	0.001002083	9.86	0.001001734	0.00100134
10	0.001006766	0.001002083	9.87	0.001001798	0.001001404
10	0.001006766	0.001002083	9.88	0.001001861	0.001001468
10	0.001006766	0.001002083	9.89	0.001001923	0.001001531
10	0.001006766	0.001002083	9.9	0.001001985	0.001001593
10	0.001006766	0.001002083	9.91	0.001002046	0.001001654
10	0.001006766	0.001002083	9.92	0.001002105	0.001001714
10	0.001006766	0.001002083	9.93	0.001002164	0.001001774
10	0.001006766	0.001002083	9.94	0.001002223	0.001001832
10	0.001006766	0.001002083	9.95	0.00100228	0.00100189
10	0.001006766	0.001002083	9.96	0.001002337	0.001001948
10	0.001006766	0.001002083	9.97	0.001002393	0.001002004
10	0.001006766	0.001002083	9.98	0.001002448	0.00100206
10	0.001006766	0.001002083	9.99	0.001002502	0.001002115
10	0.001006766	0.001002083	10	0.001002555	0.001002169
